,avg_temp,max_temp,min_temp,rel_humidity,total_rainfall,avg_visibility,avg_windspeed,max_windspeed,PM2.5,PM2.5_Predicted
288,23.6,27.8,20.8,73.0,0.0,8.2,7.2,11.1,26.416666666666668,26.416666666666703
289,22.8,28.4,20.7,83.0,0.0,6.3,6.9,11.1,30.666666666666668,30.666666666666618
290,23.6,29.2,20.2,79.0,0.0,6.9,6.9,9.4,29.958333333333332,29.958333333333375
291,22.8,28.0,20.4,84.0,0.0,6.9,5.2,9.4,23.875,33.3178571428572
292,23.1,29.3,20.0,81.0,0.0,5.8,5.0,7.6,22.333333333333332,22.33333333333322
293,24.1,29.5,20.0,74.0,7.11,9.2,4.4,5.4,25.083333333333332,25.083333333333258
294,24.1,28.8,20.2,83.0,11.18,6.9,2.2,7.6,66.79166666666667,92.89214285714276
295,24.7,30.8,20.7,80.0,6.86,6.9,0.9,3.5,64.875,64.875
296,25.4,30.8,20.4,78.0,32.0,6.9,0.9,3.5,47.583333333333336,47.583333333333556
297,23.7,29.6,20.5,79.0,0.0,6.9,6.7,9.4,33.5,35.33571428571434
298,23.2,28.0,20.2,75.0,1.02,6.9,8.0,9.4,43.041666666666664,43.04166666666646
299,21.8,28.0,20.1,85.0,0.51,5.5,7.2,9.4,38.416666666666664,38.4166666666665
300,22.7,27.4,20.4,80.0,1.52,6.9,7.2,9.4,19.541666666666668,35.84309523809526
301,22.5,27.2,20.0,84.0,0.25,6.9,5.6,9.4,22.833333333333332,35.175833333333394
302,23.1,26.8,19.7,79.0,0.51,7.7,6.7,9.4,24.291666666666668,24.29166666666676
303,23.3,28.7,20.3,77.0,0.0,6.9,6.3,9.4,74.66666666666667,29.595714285714312
304,23.2,28.9,19.8,71.0,0.0,6.3,9.1,11.1,41.875,76.95845238095244
305,24.0,29.9,19.1,69.0,0.0,6.9,7.8,11.1,50.583333333333336,86.43966666666674
306,24.3,30.3,20.5,67.0,0.0,8.5,5.2,7.6,58.125,42.388452380952415
307,23.4,27.8,20.6,79.0,0.0,6.9,5.9,9.4,47.416666666666664,17.08023809523809
308,23.7,27.8,20.1,74.0,1.78,7.4,5.9,7.6,56.916666666666664,56.916666666666686
309,24.2,28.3,20.0,72.0,0.0,6.6,2.8,5.4,54.625,91.41240476190482
310,23.9,31.1,20.1,78.0,10.67,6.9,1.3,3.5,45.958333333333336,45.95833333333357
311,24.2,31.1,19.9,81.0,132.33,6.9,1.9,5.4,52.25,52.25
312,24.8,30.0,20.0,72.0,6.1,9.2,3.5,5.4,43.333333333333336,39.992738095238145
313,24.7,29.9,20.7,69.0,3.81,7.7,2.2,3.5,41.958333333333336,41.958333333333535
314,25.4,30.7,19.8,64.0,0.0,6.9,2.2,3.5,0.0,85.08803571428574
315,25.3,30.7,20.8,76.0,0.0,7.4,0.6,3.5,0.0,0.0
316,23.6,30.4,19.6,79.0,31.5,6.9,2.8,5.4,45.75,45.75
317,22.6,30.4,19.1,84.0,51.82,6.9,1.9,3.5,70.70833333333333,74.86809523809528
318,23.6,29.9,19.3,83.0,62.99,6.8,1.9,3.5,51.791666666666664,51.79166666666656
319,24.4,30.0,20.8,67.0,0.0,9.2,5.0,9.4,0.0,0.0
320,25.4,30.3,21.2,66.0,0.0,8.2,2.6,5.4,11.583333333333334,50.101428571428585
321,24.0,30.3,21.1,75.0,0.0,9.2,3.9,7.6,13.0,53.024166666666694
322,21.6,24.3,19.8,86.0,3.05,5.5,3.1,3.5,156.25,162.96392857142862
323,22.0,25.4,20.2,82.0,0.51,6.3,3.1,5.4,156.0,156.0
324,22.7,26.8,20.4,76.0,0.0,9.2,3.3,5.4,151.79166666666666,151.79166666666603
325,22.0,27.5,20.4,89.0,0.0,5.5,3.1,3.5,252.625,252.625
326,22.4,27.5,19.8,87.0,55.37,6.3,3.1,3.5,119.41666666666667,119.41666666666653
327,21.9,27.3,19.8,90.0,5.84,6.3,3.0,5.4,126.0,145.01358333333312
328,22.0,28.4,17.5,70.0,0.0,6.3,1.3,3.5,232.33333333333334,232.33333333333317
329,23.2,28.2,20.0,72.0,0.0,6.9,2.2,3.5,215.54166666666666,215.54166666666646
330,21.4,27.6,18.4,71.0,0.0,6.3,0.9,3.5,196.54166666666666,212.89404761904763
331,23.2,29.4,17.9,58.0,0.0,6.3,2.0,5.4,232.54166666666666,180.49734523809528
332,23.0,29.5,18.8,59.0,0.0,6.3,0.4,3.5,185.5,202.36548809523785
333,23.2,29.5,18.8,63.0,0.0,6.3,0.9,3.5,282.1666666666667,198.73410714285703
334,20.2,27.4,19.6,94.0,3.81,4.0,3.5,3.5,257.6666666666667,257.66666666666725
335,21.4,24.6,20.2,91.0,0.0,5.5,3.7,7.6,166.875,95.83059523809519
336,21.9,27.4,18.0,80.0,5.84,6.3,2.8,5.4,135.16666666666666,135.16666666666626
337,22.1,28.1,17.4,71.0,0.0,6.6,2.8,3.5,211.45833333333334,211.45833333333363
338,21.8,28.0,18.3,70.0,0.0,9.2,2.8,3.5,215.5,215.5
339,22.2,28.8,17.1,68.0,0.0,6.3,0.4,3.5,223.375,223.375
340,21.2,26.7,18.0,68.0,0.0,6.9,2.4,5.4,135.58333333333334,135.58333333333374
341,21.4,27.4,15.8,64.0,0.0,6.3,1.1,5.4,152.04166666666666,246.33683333333323
342,21.7,29.2,16.5,60.0,0.0,8.2,1.9,3.5,141.41666666666666,138.65374999999995
343,22.3,28.2,16.6,50.0,0.0,6.6,1.9,5.4,46.708333333333336,46.70833333333358
344,21.3,28.2,17.0,60.0,0.0,6.9,0.9,3.5,91.75,178.19873809523813
345,21.1,29.0,15.3,55.0,0.0,8.0,0.4,3.5,99.91666666666667,99.91666666666697
346,21.9,28.6,17.6,72.0,0.0,6.3,3.0,9.4,119.70833333333333,119.7083333333335
347,22.8,29.2,18.4,77.0,0.0,6.3,1.9,3.5,110.875,110.875
348,23.3,29.3,19.8,74.0,0.0,5.6,2.8,3.5,200.33333333333334,200.33333333333394
349,21.6,26.6,18.2,76.0,0.0,6.3,2.4,5.4,203.58333333333334,175.69178571428606
350,21.6,26.4,19.6,83.0,0.0,6.9,1.3,3.5,25.083333333333332,197.9452380952383
351,23.1,28.8,19.1,74.0,0.0,6.9,2.8,3.5,57.083333333333336,57.083333333333314
352,21.1,25.2,18.8,78.0,0.0,5.5,3.1,3.5,349.2916666666667,158.71047619047633
353,21.4,28.0,17.6,71.0,0.0,6.3,1.9,5.4,188.04166666666666,196.9960238095241
354,21.1,28.3,17.1,74.0,0.0,7.7,0.9,3.5,310.25,184.0384523809524
355,20.0,28.4,15.8,65.0,0.0,6.3,1.9,3.5,204.375,242.5954761904762
356,20.1,27.3,14.2,56.0,0.0,9.2,1.3,3.5,223.25,223.25
357,20.8,27.4,13.9,58.0,0.0,7.7,2.0,5.4,248.95833333333334,248.95833333333286
358,22.3,29.5,19.2,77.0,7.62,6.3,0.9,3.5,172.75,129.84680952380953
359,22.2,29.2,17.6,71.0,1.52,5.5,1.9,7.6,146.79166666666666,146.7916666666661
360,22.1,29.2,18.7,76.0,0.0,6.0,1.3,3.5,113.875,113.875
361,21.9,28.6,17.4,60.0,0.0,6.9,0.4,3.5,227.0,227.0
362,22.1,28.6,17.6,71.0,0.0,6.3,0.6,3.5,231.25,219.79047619047634
363,21.6,27.6,18.5,72.0,0.0,6.3,1.9,3.5,272.125,195.28619047619065
364,19.4,27.1,13.7,60.0,0.0,8.5,0.9,3.5,228.79166666666666,228.79166666666674
365,19.4,27.1,13.7,67.0,0.0,6.0,0.2,1.9,200.875,200.875
366,20.1,27.1,14.7,63.0,0.0,6.3,2.8,7.6,214.04166666666666,214.0416666666664
367,21.3,28.2,15.4,61.0,0.0,8.5,3.3,5.4,217.25,217.25
368,20.9,28.2,15.6,63.0,0.0,6.3,3.0,5.4,212.45833333333334,284.23154761904794
369,21.0,27.4,15.5,61.0,0.0,6.3,4.8,7.6,202.66666666666666,244.68307142857154
370,22.1,29.4,17.0,59.0,0.0,7.7,3.3,5.4,138.79166666666666,226.94657142857164
371,21.3,28.4,15.6,57.0,0.0,7.7,4.6,7.6,153.08333333333334,153.08333333333397
372,21.4,27.9,16.0,60.0,0.0,6.3,4.1,9.4,159.70833333333334,239.70283333333333
373,22.8,30.2,16.6,51.0,0.0,6.3,3.9,9.4,151.875,151.875
374,21.9,30.2,16.2,53.0,0.0,6.3,3.7,7.6,224.79166666666666,224.79166666666666
375,21.2,29.3,16.4,63.0,0.0,6.3,5.2,9.4,177.625,177.625
376,21.4,28.6,15.0,58.0,0.0,6.3,3.9,9.4,149.625,234.67040476190488
377,22.3,30.2,16.3,48.0,0.0,6.3,4.1,5.4,161.16666666666666,225.89379761904766
378,22.7,30.6,15.7,50.0,0.0,6.3,3.7,9.4,136.75,216.7862142857143
379,22.2,30.6,15.5,54.0,0.0,6.3,3.3,5.4,50.916666666666664,266.87667857142895
380,24.0,32.0,17.7,50.0,0.0,6.9,1.3,3.5,120.20833333333333,120.2083333333335
381,24.7,32.7,17.9,43.0,0.0,6.3,0.9,3.5,137.125,147.80702380952405
382,24.9,33.0,16.5,32.0,0.0,6.3,0.9,3.5,197.08333333333334,197.08333333333402
383,24.5,33.1,18.6,39.0,0.0,6.3,1.9,3.5,166.375,166.375
384,24.2,32.1,16.9,37.0,0.0,6.9,3.3,11.1,126.58333333333333,126.58333333333361
385,23.7,31.7,17.3,41.0,0.0,6.9,3.1,5.4,94.91666666666667,94.91666666666711
386,24.6,32.4,17.0,27.0,0.0,6.9,0.9,3.5,133.95833333333334,129.86845238095245
387,25.6,33.5,17.2,42.0,0.0,6.9,2.2,5.4,69.25,104.66261904761902
388,26.1,33.6,20.1,46.0,0.0,6.9,3.5,5.4,79.29166666666667,74.08357142857145
389,25.2,32.6,20.8,62.0,0.0,6.9,3.7,7.6,31.625,76.95761904761902
390,25.8,32.6,21.4,62.0,0.0,6.9,2.2,3.5,20.416666666666668,74.63416666666664
391,23.4,32.4,19.9,77.0,22.1,6.3,1.9,3.5,61.125,92.02573809523811
392,25.8,31.4,21.3,63.0,0.0,6.6,2.6,5.4,49.583333333333336,49.58333333333349
393,25.3,31.5,20.1,59.0,0.0,6.9,3.3,5.4,34.916666666666664,74.16142857142852
394,24.5,31.5,19.6,65.0,0.0,6.9,2.2,3.5,47.5,84.71154761904765
395,24.5,31.2,18.6,54.0,0.0,6.9,3.9,5.4,128.83333333333334,104.87884523809525
396,25.1,32.7,18.4,48.0,0.0,6.9,1.9,3.5,56.333333333333336,89.62607142857135
397,25.8,32.7,20.4,55.0,0.0,6.9,3.0,5.4,20.291666666666668,72.67625
398,26.5,35.1,19.6,44.0,0.0,6.9,2.2,5.4,59.166666666666664,59.16666666666673
399,26.9,34.7,19.5,25.0,0.0,6.9,2.0,5.4,83.83333333333333,83.83333333333293
400,27.9,35.8,22.3,43.0,0.0,6.3,3.0,5.4,101.375,101.375
401,27.0,34.5,21.0,47.0,0.0,6.3,2.8,3.5,109.75,109.75
402,26.3,34.5,19.9,46.0,0.0,6.3,2.2,3.5,42.916666666666664,42.91666666666646
403,26.5,33.8,22.3,58.0,0.0,6.9,1.9,3.5,47.25,47.25
404,26.9,33.4,21.6,56.0,1.27,6.9,2.2,3.5,81.20833333333333,81.20833333333296
405,27.9,35.1,22.4,53.0,0.0,6.9,2.4,5.4,52.291666666666664,52.29166666666658
406,28.0,35.1,22.8,54.0,0.0,6.9,2.8,3.5,28.458333333333332,28.458333333333343
407,28.9,35.5,22.7,52.0,0.0,6.9,1.5,7.6,49.5,49.5
408,28.2,35.5,24.1,55.0,0.0,6.9,3.1,3.5,75.16666666666667,79.94684523809528
409,28.1,35.0,23.0,54.0,0.0,6.9,4.1,9.4,53.125,51.801071428571355
410,21.3,29.0,18.8,77.0,11.94,6.3,1.3,3.5,54.708333333333336,54.70833333333337
411,23.2,30.5,18.1,71.0,8.89,6.9,0.7,5.4,52.625,129.6274166666666
412,23.2,30.5,19.8,80.0,0.0,6.3,1.5,7.6,51.375,51.375
413,26.6,32.3,21.9,62.0,0.0,6.9,1.3,3.5,92.91666666666667,76.05047619047605
414,26.8,32.3,21.7,63.0,0.0,6.9,0.4,3.5,80.20833333333333,80.20833333333297
415,23.9,33.4,19.8,70.0,35.56,6.6,4.3,22.2,71.66666666666667,93.73095238095244
416,23.7,31.3,19.2,70.0,35.81,6.3,0.4,3.5,31.833333333333332,92.44103571428587
417,25.5,31.1,20.8,68.0,5.08,6.9,1.3,3.5,47.666666666666664,68.32678571428568
418,26.8,33.8,20.1,61.0,9.65,6.9,1.9,3.5,48.125,65.94869047619044
419,24.5,33.8,20.4,73.0,0.0,6.9,2.2,7.6,56.25,56.25
420,25.7,33.3,20.0,65.0,12.19,6.9,1.9,7.6,103.41666666666667,66.34285714285717
421,26.6,30.8,22.2,68.0,0.0,6.9,1.3,3.5,76.875,76.875
422,27.7,33.4,22.2,61.0,0.0,6.9,2.0,5.4,86.375,64.73535714285721
423,25.9,33.4,23.3,62.0,0.0,6.0,3.1,7.6,77.70833333333333,91.59285714285713
424,24.2,32.0,21.9,71.0,2.54,6.9,0.2,1.9,48.5,48.5
425,24.9,29.6,21.6,71.0,0.25,6.9,1.9,3.5,55.083333333333336,69.45928571428564
426,24.9,31.2,22.2,77.0,0.0,6.3,3.1,7.6,67.45833333333333,48.5739285714286
427,24.8,32.0,20.2,78.0,0.0,6.3,4.6,11.1,18.875,46.43249999999992
428,26.3,33.0,19.1,76.0,39.12,6.9,5.2,7.6,61.5,87.09809523809535
429,26.6,33.0,22.5,75.0,0.0,6.9,7.6,18.3,68.91666666666667,79.63369047619037
430,27.3,33.3,22.3,63.0,0.0,6.3,5.6,9.4,77.375,77.375
431,27.1,33.0,22.3,66.0,0.0,6.3,5.2,9.4,63.916666666666664,63.916666666666806
432,25.2,32.2,19.2,72.0,0.0,6.9,6.5,9.4,63.666666666666664,68.04595238095241
433,24.2,32.2,19.9,81.0,0.0,6.6,5.4,9.4,63.625,63.625
434,24.3,31.0,19.9,77.0,0.0,6.6,3.7,7.6,25.458333333333332,25.458333333333268
435,24.5,31.0,20.7,78.0,0.0,6.9,4.8,7.6,20.75,52.297976190476206
436,24.6,30.5,21.2,81.0,0.25,6.9,2.4,5.4,40.5,57.2442857142857
437,26.2,32.0,21.6,65.0,0.0,6.9,7.4,14.8,64.83333333333333,117.40321428571437
438,25.4,31.2,21.3,72.0,0.51,6.9,7.8,14.8,63.0,63.0
439,24.7,31.2,21.2,76.0,3.05,6.9,6.3,9.4,73.83333333333333,56.338095238095235
440,23.7,29.7,20.5,80.0,0.51,6.9,5.0,7.6,31.875,31.875
441,22.6,29.7,20.1,84.0,18.54,6.9,5.7,11.1,54.958333333333336,36.44190476190478
442,24.1,29.0,19.8,72.0,0.0,5.8,5.4,11.1,77.75,55.28190476190473
443,23.1,27.4,21.2,83.0,0.0,5.5,8.1,14.8,75.33333333333333,42.15690476190486
444,23.2,28.3,20.8,80.0,1.78,6.3,12.0,16.5,32.583333333333336,32.583333333333414
445,22.7,28.3,20.6,85.0,0.51,5.5,6.9,11.1,28.375,26.446428571428573
446,24.5,30.6,21.1,78.0,0.51,6.9,8.3,11.1,28.541666666666668,28.541666666666657
447,23.7,30.6,21.4,81.0,0.0,6.9,8.9,11.1,51.041666666666664,51.04166666666655
448,24.1,29.0,20.4,76.0,0.0,6.9,12.2,18.3,40.0,59.3130952380952
449,24.6,30.7,20.6,71.0,0.0,6.9,5.2,7.6,37.583333333333336,37.583333333333485
450,24.2,30.3,20.4,75.0,0.0,6.3,8.1,14.8,37.625,37.625
451,24.6,30.2,20.4,76.0,0.0,6.3,5.7,7.6,34.375,50.25000000000001
452,23.7,30.7,19.3,74.0,3.05,6.9,6.9,11.1,42.291666666666664,42.29166666666646
453,23.8,30.6,20.2,76.0,0.0,6.9,6.7,14.8,45.666666666666664,45.66666666666644
454,24.0,29.2,20.8,78.0,7.11,6.3,6.9,11.1,40.625,40.625
455,25.4,31.6,20.8,71.0,0.0,6.9,6.5,11.1,26.875,70.25035714285706
456,25.2,31.6,21.4,73.0,0.0,6.9,6.5,11.1,30.708333333333332,63.05428571428569
457,23.9,30.0,21.2,77.0,0.0,6.9,7.8,11.1,10.208333333333334,56.35523809523808
458,21.8,29.8,20.0,86.0,12.19,4.8,8.1,14.8,43.041666666666664,62.83166666666667
459,22.6,29.0,18.8,84.0,2.03,5.3,6.1,9.4,19.416666666666668,19.416666666666753
460,22.4,29.0,20.1,88.0,26.16,5.5,4.3,9.4,8.416666666666666,8.416666666666641
461,23.2,28.1,20.1,83.0,1.02,6.9,6.1,11.1,0.0,0.0
462,23.3,27.8,20.4,79.0,0.0,6.9,6.3,9.4,0.0,0.0
463,23.4,28.0,20.8,79.0,0.0,5.5,8.3,11.1,4.833333333333333,4.833333333333313
464,23.9,29.9,20.0,76.0,0.0,6.9,5.0,7.6,15.375,15.375
465,23.7,30.3,20.6,76.0,0.25,6.9,5.2,7.6,19.833333333333332,42.21928571428573
466,24.0,30.3,20.6,75.0,3.05,6.9,6.5,9.4,25.791666666666668,25.79166666666672
467,23.6,28.8,21.0,77.0,0.0,6.3,5.9,11.1,22.708333333333332,46.887857142857094
468,22.6,29.3,20.3,83.0,0.25,5.5,5.7,9.4,31.333333333333332,21.813809523809535
469,23.6,28.5,20.4,79.0,0.0,6.3,6.1,7.6,47.416666666666664,47.416666666666444
470,23.3,28.5,20.6,80.0,2.03,6.9,3.7,7.6,33.791666666666664,116.38279761904764
471,23.4,27.6,20.0,83.0,0.0,6.9,5.6,9.4,39.041666666666664,27.58571428571427
472,24.6,29.4,20.7,77.0,0.0,6.3,4.8,9.4,41.708333333333336,44.90630952380948
473,25.2,31.1,20.5,72.0,0.0,6.9,5.2,9.4,28.75,28.75
474,25.6,31.2,22.3,79.0,0.76,6.9,3.3,5.4,12.25,12.25
475,25.3,31.6,22.4,74.0,0.0,6.3,3.9,9.4,14.5,14.5
476,23.4,31.6,21.0,80.0,0.76,6.9,3.3,11.1,23.916666666666668,23.91666666666677
477,24.4,29.6,19.7,67.0,0.0,6.9,3.1,7.6,27.375,27.375
478,23.8,30.1,19.6,71.0,0.0,6.3,3.9,7.6,29.208333333333332,90.01488095238089
479,22.5,30.1,20.3,86.0,1.78,6.3,4.6,7.6,36.5,62.20723809523808
480,25.5,31.0,21.1,66.0,0.51,7.7,3.1,5.4,44.125,44.125
481,25.4,31.0,21.6,67.0,0.0,6.9,2.8,5.4,62.25,62.25
482,22.4,30.8,20.0,87.0,37.08,6.0,3.0,5.4,34.666666666666664,84.9354642857144
483,23.0,28.5,19.8,82.0,36.58,6.9,5.9,7.6,39.208333333333336,39.208333333333506
484,22.9,27.6,20.5,82.0,0.0,6.9,5.6,9.4,38.708333333333336,38.7083333333335
485,23.7,29.7,19.3,75.0,5.08,7.7,5.6,9.4,69.95833333333333,58.4369047619048
486,23.5,29.7,19.4,76.0,0.0,6.3,7.8,11.1,94.375,94.375
487,23.1,28.0,19.3,75.0,0.0,6.3,9.4,18.3,85.75,74.53607142857138
488,24.2,29.4,20.2,76.0,0.0,6.3,3.7,11.1,51.666666666666664,51.66666666666656
489,22.9,29.4,20.4,83.0,0.0,5.5,6.3,11.1,39.416666666666664,19.879404761904773
490,23.6,29.4,19.2,77.0,7.11,6.9,2.8,7.6,23.958333333333332,90.88380952380949
491,24.3,33.2,18.7,76.0,18.8,6.9,1.3,3.5,43.5,43.5
492,23.2,30.3,20.0,82.0,9.14,6.9,2.2,5.4,50.416666666666664,50.41666666666653
493,23.8,31.6,20.2,78.0,0.51,6.0,2.4,5.4,55.708333333333336,55.70833333333335
494,24.5,30.0,21.0,77.0,0.51,6.9,2.0,5.4,57.125,57.63897619047619
495,24.6,30.0,21.7,78.0,2.54,6.3,3.5,5.4,69.375,79.10608333333332
496,24.7,29.8,21.3,77.0,0.25,6.9,3.9,9.4,65.375,48.40642857142855
497,24.2,30.2,20.3,79.0,6.6,6.9,3.9,9.4,112.29166666666667,62.69809523809521
498,24.0,30.2,20.9,77.0,4.32,6.9,3.5,5.4,97.70833333333333,97.70833333333297
499,24.3,29.4,20.6,75.0,0.0,6.9,7.2,11.1,80.70833333333333,80.70833333333296
500,25.1,31.0,21.2,62.0,0.0,6.9,1.9,3.5,81.625,81.625
501,25.1,32.1,19.6,52.0,0.0,6.9,2.2,3.5,65.375,65.375
502,25.2,32.1,19.7,59.0,0.0,6.9,0.7,3.5,84.375,84.375
503,25.6,31.8,20.6,62.0,0.0,6.9,3.5,5.4,141.95833333333334,70.13988095238092
504,25.5,31.4,21.5,63.0,0.0,5.5,2.0,5.4,153.375,153.375
505,24.9,30.6,21.4,61.0,0.0,6.3,2.0,5.4,162.875,93.79816666666657
506,24.2,31.8,17.8,60.0,0.0,6.3,3.5,5.4,0.0,0.0
507,24.4,29.8,20.0,62.0,0.0,6.9,3.0,5.4,49.333333333333336,77.11936904761907
508,24.7,30.8,20.6,72.0,0.0,7.7,1.3,3.5,273.625,45.056011904761945
509,23.1,30.9,20.0,83.0,51.05,5.5,1.1,5.4,185.08333333333334,84.44703571428578
510,21.8,30.9,19.5,87.0,7.11,6.3,1.5,5.4,249.5,101.24310714285721
511,23.7,28.5,20.8,69.0,0.0,6.6,1.5,3.5,365.75,151.12702380952373
512,23.0,28.5,19.3,76.0,0.0,6.3,0.9,3.5,241.875,241.875
513,20.2,27.3,18.4,92.0,0.0,4.0,3.5,5.4,176.875,197.71204761904772
514,19.3,24.6,17.0,88.0,14.22,6.3,0.7,3.5,353.0416666666667,353.04166666666845
515,20.2,24.8,16.1,75.0,0.0,5.5,0.9,3.5,257.4166666666667,257.41666666666725
516,19.1,24.8,17.7,89.0,0.0,4.0,2.0,5.4,204.75,204.75
517,21.7,24.6,19.5,90.0,14.48,4.0,1.9,3.5,207.83333333333334,181.11559523809515
518,22.0,26.4,19.8,87.0,0.51,5.8,2.2,5.4,268.1666666666667,162.5720238095238
519,21.9,26.4,19.6,85.0,14.22,6.9,2.0,5.4,278.3333333333333,278.3333333333324
520,21.4,27.5,17.5,66.0,0.0,6.9,0.2,1.9,157.5,157.5
521,22.7,28.9,18.6,64.0,0.0,6.9,1.3,3.5,200.5,200.5
522,21.1,23.8,19.8,91.0,0.0,6.3,0.7,5.4,212.125,156.54858333333337
523,21.0,23.9,19.6,93.0,1.02,6.3,0.9,3.5,190.5,190.5
524,21.5,24.9,18.9,87.0,2.79,6.9,0.9,3.5,236.41666666666666,169.14511904761926
525,22.3,28.7,17.5,70.0,0.0,6.3,1.3,5.4,286.375,209.2444523809526
526,21.5,28.7,17.0,68.0,0.0,6.3,2.2,5.4,288.0833333333333,177.31814285714307
527,21.4,28.2,18.4,83.0,0.51,5.8,1.1,3.5,302.4583333333333,302.4583333333321
528,24.1,30.9,20.4,70.0,0.0,6.9,2.0,5.4,163.0,75.99535714285715
529,23.6,30.9,19.6,79.0,0.0,6.3,2.8,5.4,161.375,81.46523809523805
530,23.3,29.9,20.0,71.0,0.0,6.3,1.9,3.5,157.375,161.48885714285692
531,22.4,28.3,18.9,71.0,0.0,6.3,2.2,5.4,245.91666666666666,245.91666666666706
532,22.2,28.4,18.8,73.0,0.0,6.9,1.9,5.4,264.5833333333333,212.37595238095224
533,22.2,28.8,18.3,65.0,0.0,6.9,2.4,5.4,253.29166666666666,253.29166666666723
534,21.8,29.3,16.3,65.0,0.0,6.3,1.5,3.5,181.20833333333334,181.20833333333425
535,21.8,28.2,18.2,67.0,0.0,6.0,2.4,5.4,210.875,215.05111904761904
536,21.8,27.7,17.9,72.0,0.0,5.3,2.8,5.4,255.33333333333334,255.33333333333277
